car_brand,car_model,year_range,part_category,part_name,part_price,repair_labour_cost,replace_labour_cost,total_repair_cost,total_replace_cost
Kia,Seltos,2019-2023,Accessories,Car Dustbin,494,100,200,594,694
Kia,Seltos,2019-2023,Accessories,Premium Cushions,1358,200,300,1558,1658
Kia,Seltos,2019-2023,Accessories,Lumber Support,876,200,300,1076,1176
Kia,Seltos,2019-2023,Accessories,Premium Neck Rest,849,200,300,1049,1149
Kia,Seltos,2019-2023,Accessories,Back Seat Organizer,848,200,300,1048,1148
Kia,Seltos,2019-2023,Accessories,Bumper Corner Protector,731,300,400,1031,1131
Kia,Seltos,2019-2023,Accessories,Rear Reflector Cover Garnish,809,300,400,1109,1209
Kia,Seltos,2019-2023,Accessories,Headlight Chrome,1409,300,400,1709,1809
Kia,Seltos,2019-2023,Accessories,Front Fog lamp Cover Garnish,784,300,400,1084,1184
Kia,Seltos,2019-2023,Accessories,Mud Flap,634,200,300,834,934
Kia,Seltos,2019-2023,Accessories,Door Handle Chrome,1201,300,400,1501,1601
MG,Hector,2021-2023,Electric Parts,Tail Light,1364,600,800,1964,2164
MG,Hector,2021-2023,Electric Parts,Horn,429,300,400,729,829
MG,Hector,2021-2023,Body Parts,Bonnet/Hood,4248,1500,2000,5748,6248
MG,Hector,2021-2023,Body Parts,Front Door Handle Outer,1956,300,400,2256,2356
MG,Hector,2021-2023,Body Parts,Bumper Spoiler,6049,500,600,6549,6649
MG,Hector,2021-2023,Body Parts,Side View Mirror,778,400,500,1178,1278
MG,Hector,2021-2023,Body Parts,Wipers,239,300,400,539,639
MG,Hector,2021-2023,Accessories,Gear Lock,1425,300,400,1725,1825
MG,Hector,2021-2023,Accessories,Mobile Holder,711,200,300,911,1011
MG,Hector,2021-2023,Accessories,Arm Rest,2995,400,500,3395,3495
MG,Hector,2021-2023,Service Parts,Air Filter,333,300,400,633,733
Tata,Harrier,2019-2023,Electric Parts,Fog Lamp Assembly,2112,600,800,2712,2912
Tata,Harrier,2019-2023,Electric Parts,Fog Lamp,2112,600,800,2712,2912
Tata,Harrier,2019-2023,Body Parts,Front Bumper,2406,1200,1500,3606,3906
Tata,Harrier,2019-2023,Body Parts,Rear Bumper,2912,1200,1500,4112,4412
Tata,Harrier,2019-2023,Body Parts,Front Door Handle Outer,2195,300,400,2495,2595
Tata,Harrier,2019-2023,Service Parts,Oil Filter,650,300,400,950,1050
Tata,Harrier,2019-2023,Service Parts,Air Filter,850,300,400,1150,1250
Tata,Harrier,2019-2023,Service Parts,Fuel Filter,1500,300,400,1800,1900
Maruti,Wagon R,2019-2023,Engine Parts,Radiator,5644,1200,1500,6844,7144
Maruti,Wagon R,2019-2023,Engine Parts,Timing Chain,630,2000,2500,2630,3130
Maruti,Wagon R,2019-2023,Engine Parts,Spark Plug,299,300,400,599,699
Maruti,Wagon R,2019-2023,Engine Parts,Fan Belt,239,400,500,639,739
Maruti,Wagon R,2019-2023,Engine Parts,Clutch Plate,1799,2500,3000,4299,4799
Maruti,Wagon R,2019-2023,Electric Parts,Head Light,2944,800,1000,3744,3944
Maruti,Wagon R,2019-2023,Electric Parts,Tail Light,1168,600,800,1768,1968
Maruti,Wagon R,2019-2023,Body Parts,Front Bumper,1792,1200,1500,2992,3292
Maruti,Wagon R,2019-2023,Body Parts,Rear Bumper,3072,1200,1500,4272,4572
Maruti,Wagon R,2019-2023,Body Parts,Bonnet/Hood,3712,1500,2000,5212,5712
Maruti,Wagon R,2019-2023,Body Parts,Front Windshield Glass,3968,1500,1800,5468,5768
Maruti,Wagon R,2019-2023,Body Parts,Rear Windshield Glass,2503,1200,1500,3703,4003
Maruti,Wagon R,2019-2023,Body Parts,Fender,1280,800,1000,2080,2280
Maruti,Wagon R,2019-2023,Body Parts,Front Door,5888,1200,1500,7088,7388
Maruti,Wagon R,2019-2023,Body Parts,Dicky,6232,1500,2000,7732,8232
Maruti,Wagon R,2019-2023,Body Parts,Side View Mirror,555,400,500,955,1055
Maruti,Wagon R,2019-2023,Brakes & Suspension,Disc Brake Front,674,800,1000,1474,1674
Maruti,Wagon R,2019-2023,Brakes & Suspension,Disc Brake Rear,674,800,1000,1474,1674
Maruti,Wagon R,2019-2023,Brakes & Suspension,Front Brake Pads,1047,600,800,1647,1847
Maruti,Wagon R,2019-2023,Brakes & Suspension,Rear Brake Pads,1047,600,800,1647,1847
Maruti,Wagon R,2019-2023,Service Parts,Air Filter,191,300,400,491,591
Maruti,Wagon R,2019-2023,Service Parts,Fuel Filter,319,300,400,619,719
Maruti,Ertiga,2019-2023,Engine Parts,Radiator,5644,1200,1500,6844,7144
Maruti,Ertiga,2019-2023,Engine Parts,Timing Chain,630,2000,2500,2630,3130
Maruti,Ertiga,2019-2023,Engine Parts,Spark Plug,779,300,400,1079,1179
Maruti,Ertiga,2019-2023,Engine Parts,Fan Belt,239,400,500,639,739
Maruti,Ertiga,2019-2023,Engine Parts,Clutch Plate,3340,2500,3000,5840,6340
Maruti,Ertiga,2019-2023,Electric Parts,Head Light,3328,800,1000,4128,4328
Maruti,Ertiga,2019-2023,Electric Parts,Tail Light,2469,600,800,3069,3269
Maruti,Ertiga,2019-2023,Body Parts,Front Bumper,1740,1200,1500,2940,3240
Maruti,Ertiga,2019-2023,Body Parts,Rear Bumper,2816,1200,1500,4016,4316
Maruti,Ertiga,2019-2023,Body Parts,Bonnet/Hood,6000,1500,2000,7500,8000
Maruti,Ertiga,2019-2023,Body Parts,Front Windshield Glass,5247,1500,1800,6747,7047
Maruti,Ertiga,2019-2023,Body Parts,Rear Windshield Glass,2442,1200,1500,3642,3942
Maruti,Ertiga,2019-2023,Body Parts,Fender,1973,800,1000,2773,2973
Maruti,Ertiga,2019-2023,Body Parts,Front Door,8690,1200,1500,9890,10190
Maruti,Ertiga,2019-2023,Body Parts,Dicky,12514,1500,2000,14014,14514
Maruti,Ertiga,2019-2023,Brakes & Suspension,Disc Brake Front,1795,800,1000,2595,2795
Maruti,Ertiga,2019-2023,Brakes & Suspension,Disc Brake Rear,1795,800,1000,2595,2795
Maruti,Ertiga,2019-2023,Brakes & Suspension,Front Brake Pads,3240,600,800,3840,4040
Maruti,Ertiga,2019-2023,Brakes & Suspension,Rear Brake Pads,3240,600,800,3840,4040
Maruti,Ertiga,2019-2023,Service Parts,Air Filter,300,300,400,600,700
Maruti,Ertiga,2019-2023,Service Parts,Fuel Filter,475,300,400,775,875
Honda,CR-V,2020-2023,Engine Parts,Radiator,4410,1200,1500,5610,5910
Honda,CR-V,2020-2023,Engine Parts,Intercooler,4067,1500,1800,5567,5867
Honda,CR-V,2020-2023,Engine Parts,Timing Chain,14208,2000,2500,16208,16708
Honda,CR-V,2020-2023,Engine Parts,Spark Plug,872,300,400,1172,1272
Honda,CR-V,2020-2023,Engine Parts,Cylinder Kit,94885,3500,4000,98385,98885
Honda,CR-V,2020-2023,Engine Parts,Clutch Plate,10836,2500,3000,13336,13836
Honda,CR-V,2020-2023,Electric Parts,Head Light,16762,800,1000,17562,17762
Honda,CR-V,2020-2023,Electric Parts,Tail Light,4496,600,800,5096,5296
Honda,CR-V,2020-2023,Electric Parts,Fog Lamp Assembly,12251,600,800,12851,13051
Honda,CR-V,2020-2023,Electric Parts,Bulb,393,200,300,593,693
Honda,CR-V,2020-2023,Electric Parts,Fog Lamp,8402,600,800,9002,9202
Honda,CR-V,2020-2023,Electric Parts,Head Light LED,8444,800,1000,9244,9444
Honda,CR-V,2020-2023,Electric Parts,Combination Switch,1917,800,1000,2717,2917
Honda,CR-V,2020-2023,Electric Parts,Battery,4749,500,600,5249,5349
Honda,CR-V,2020-2023,Electric Parts,Horn,3429,300,400,3729,3829
Honda,CR-V,2020-2023,Body Parts,Front Bumper,15509,1500,2000,17009,17509
Honda,CR-V,2020-2023,Body Parts,Rear Bumper,14388,1500,2000,15888,16388
Honda,CR-V,2020-2023,Body Parts,Bonnet/Hood,60226,1800,2200,62026,62426
Honda,CR-V,2020-2023,Body Parts,Front Windshield Glass,53294,1500,1800,54794,55094
Honda,CR-V,2020-2023,Body Parts,Rear Windshield Glass,37564,1200,1500,38764,39064
Honda,CR-V,2020-2023,Body Parts,Fender,9809,800,1000,10609,10809
Honda,CR-V,2020-2023,Body Parts,Front Door,27384,1200,1500,28584,28884
Honda,CR-V,2020-2023,Body Parts,Rear Door,30304,1200,1500,31504,31804
Honda,CR-V,2020-2023,Body Parts,Dicky,27179,1500,2000,28679,29179
Honda,CR-V,2020-2023,Body Parts,Front Door Handle Outer,8871,300,400,9171,9271
Honda,CR-V,2020-2023,Body Parts,Rear View Mirror,16108,400,500,16508,16608
Honda,CR-V,2020-2023,Body Parts,Back Panel,12741,1000,1200,13741,13941
Honda,CR-V,2020-2023,Body Parts,Front Panel,12741,1000,1200,13741,13941
Honda,CR-V,2020-2023,Body Parts,Accessory belt,4266,500,600,4766,4866
Honda,CR-V,2020-2023,Body Parts,BACK DOOR,2719,1500,2000,4219,4719
Honda,CR-V,2020-2023,Body Parts,Fuel Tank,42804,2000,2500,44804,45304
Honda,CR-V,2020-2023,Body Parts,Side View Mirror,13772,600,800,14372,14572
Honda,CR-V,2020-2023,Body Parts,Silencer Assly,26579,1500,1800,28079,28379
Honda,CR-V,2020-2023,Body Parts,Engine Guard,9332,800,1000,10132,10332
Honda,CR-V,2020-2023,Body Parts,Wipers,2195,300,400,2495,2595
Honda,CR-V,2020-2023,Brakes & Suspension,Disc Brake Front,12880,800,1000,13680,13880
Honda,CR-V,2020-2023,Brakes & Suspension,Disc Brake Rear,12880,800,1000,13680,13880
Honda,CR-V,2020-2023,Brakes & Suspension,Shock Absorber Set,15625,1200,1500,16825,17125
Honda,CR-V,2020-2023,Brakes & Suspension,Front Brake Pads,7926,600,800,8526,8726
Honda,CR-V,2020-2023,Brakes & Suspension,Rear Brake Pads,7926,600,800,8526,8726
Honda,CR-V,2020-2023,Wheels,Wheel (Rim) Front,4499,800,1000,5299,5499
Honda,CR-V,2020-2023,Wheels,Wheel (Rim) Rear,4602,800,1000,5402,5602
Honda,CR-V,2020-2023,Service Parts,Oil Filter,631,300,400,931,1031
Honda,CR-V,2020-2023,Service Parts,Air Filter,1488,300,400,1788,1888
Honda,CR-V,2020-2023,Service Parts,Fuel Filter,2211,300,400,2511,2611
Hyundai,Grand i10 Nios,2019-2023,Engine Parts,Radiator,5644,1200,1500,6844,7144
Hyundai,Grand i10 Nios,2019-2023,Engine Parts,Timing Chain,1000,2000,2500,3000,3500
Hyundai,Grand i10 Nios,2019-2023,Engine Parts,Spark Plug,1130,300,400,1430,1530
Hyundai,Grand i10 Nios,2019-2023,Engine Parts,Fan Belt,550,400,500,950,1050
Hyundai,Grand i10 Nios,2019-2023,Engine Parts,Clutch Plate,2575,2500,3000,5075,5575
Hyundai,Grand i10 Nios,2019-2023,Electric Parts,Head Light,3367,800,1000,4167,4367
Hyundai,Grand i10 Nios,2019-2023,Electric Parts,Tail Light,1497,600,800,2097,2297
Hyundai,Grand i10 Nios,2019-2023,Body Parts,Front Bumper,1433,1200,1500,2633,2933
Hyundai,Grand i10 Nios,2019-2023,Body Parts,Rear Bumper,1600,1200,1500,2800,3100
Hyundai,Grand i10 Nios,2019-2023,Body Parts,Bonnet/Hood,3033,1500,2000,4533,5033
Hyundai,Grand i10 Nios,2019-2023,Body Parts,Front Windshield Glass,3214,1500,1800,4714,5014
Hyundai,Grand i10 Nios,2019-2023,Body Parts,Rear Windshield Glass,1766,1200,1500,2966,3266
Hyundai,Grand i10 Nios,2019-2023,Body Parts,Fender,1344,800,1000,2144,2344
Hyundai,Grand i10 Nios,2019-2023,Body Parts,Front Door,6080,1200,1500,7280,7580
Hyundai,Grand i10 Nios,2019-2023,Body Parts,Rear Door,6690,1200,1500,7890,8190
Hyundai,Grand i10 Nios,2019-2023,Body Parts,Dicky,4162,1500,2000,5662,6162
Hyundai,Grand i10 Nios,2019-2023,Body Parts,Side View Mirror,1055,400,500,1455,1555
Hyundai,Grand i10 Nios,2019-2023,Brakes & Suspension,Disc Brake Front,990,800,1000,1790,1990
Hyundai,Grand i10 Nios,2019-2023,Brakes & Suspension,Disc Brake Rear,990,800,1000,1790,1990
Hyundai,Grand i10 Nios,2019-2023,Brakes & Suspension,Front Brake Pads,1580,600,800,2180,2380
Hyundai,Grand i10 Nios,2019-2023,Brakes & Suspension,Rear Brake Pads,1580,600,800,2180,2380
Hyundai,Grand i10 Nios,2019-2023,Service Parts,Oil Filter,460,300,400,760,860
Hyundai,Grand i10 Nios,2019-2023,Service Parts,Air Filter,200,300,400,500,600
Hyundai,Grand i10 Nios,2019-2023,Service Parts,Fuel Filter,395,300,400,695,795
